room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
109,521,Entire home/apt,,Culver City,1,,,2.0,122.0,7.0,33.982095,-118.384935,2015-04-07 05:44:39.674
147,583,Entire home/apt,,Venice,67,5.0,5.0,2.0,256.0,3.0,33.992306,-118.456203,2015-04-07 08:51:23.380
2404,2633,Shared room,,Del Rey,0,,1.0,1.0,109.0,1.0,33.98464,-118.440064,2015-04-07 05:01:37.446
2714,3017,Private room,,Santa Monica,0,,1.0,1.0,193.0,1.0,34.007631,-118.48122,2015-04-07 09:28:06.082
2732,3041,Private room,,Santa Monica,12,5.0,1.0,1.0,173.0,1.0,34.00475,-118.481266,2015-04-07 10:59:45.823
3152,3685,Entire home/apt,,Studio City,13,4.5,5.0,2.0,341.0,5.0,34.132194,-118.380279,2015-04-07 03:22:37.852
3319,4137,Entire home/apt,,Beverly Grove,257,5.0,3.0,1.0,153.0,1.0,34.080949,-118.36694,2015-04-07 17:48:00.258
5351,7810,Private room,,Santa Monica,54,4.0,3.0,1.0,90.0,1.0,34.022351,-118.50055,2015-04-07 16:18:07.570
5426,7967,Entire home/apt,,Woodland Hills,79,4.5,3.0,1.0,77.0,1.0,34.160939,-118.626658,2015-04-07 00:50:20.343
5427,7967,Entire home/apt,,Woodland Hills,42,4.0,4.0,1.0,109.0,1.0,34.16086,-118.626066,2015-04-07 00:55:39.074
6033,11619,Entire home/apt,,Woodland Hills,12,4.5,2.0,0.0,101.0,5.0,34.168246,-118.644376,2015-04-07 08:42:40.167
6656,11975,Entire home/apt,,Los Feliz,55,5.0,2.0,1.0,122.0,3.0,34.110315,-118.284713,2015-04-06 20:25:46.409
6789,15049,Entire home/apt,,Venice,41,4.5,4.0,2.0,289.0,2.0,33.995961,-118.469365,2015-04-07 07:40:29.415
6931,3008,Private room,,Hollywood,9,4.5,1.0,1.0,76.0,6.0,34.096636,-118.344402,2015-04-06 22:08:48.847
