room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
5786506,17021513,Private room,,Long Beach,36,4.5,3.0,1.0,59.0,1.0,33.761964,-118.151662,2016-03-14 04:43:23.194847
3961423,4951380,Private room,,Burbank,12,5.0,2.0,1.0,74.0,1.0,34.17579,-118.331899,2016-03-14 04:43:06.034444
2766604,4479628,Shared room,,Mid-City,28,4.0,3.0,1.0,40.0,1.0,34.04356,-118.352227,2016-03-14 04:42:57.426115
3385551,3677880,Entire home/apt,,Highland Park,85,5.0,4.0,2.0,105.0,3.0,34.109754,-118.20332,2016-03-14 04:42:36.562912
11149714,57971784,Entire home/apt,,Culver City,2,5.0,,2.0,250.0,2.0,34.007826,-118.39627,2016-03-14 04:42:30.297993
9547700,14941686,Private room,,Pasadena,3,5.0,2.0,1.0,100.0,1.0,34.154447,-118.171647,2016-03-14 04:42:21.949656
5815234,14970479,Entire home/apt,,Los Feliz,6,5.0,2.0,1.0,90.0,1.0,34.111027,-118.273629,2016-03-14 04:42:16.626834
4143181,1757749,Entire home/apt,,Venice,54,4.5,2.0,0.0,150.0,1.0,33.992372,-118.474384,2016-03-14 04:42:14.313219
1190255,6506337,Entire home/apt,,Fairfax,1,,,3.0,282.0,,34.070788,-118.347818,2016-03-14 04:41:57.381831
7135017,2609735,Entire home/apt,,Beverly Hills,3,4.5,,4.0,263.0,2.0,34.05959,-118.394975,2016-03-14 04:41:52.325491
534840,2628137,Entire home/apt,,Venice,13,4.5,4.0,1.0,150.0,5.0,33.992162,-118.457295,2016-03-14 04:41:40.919000
839019,4382217,Entire home/apt,,Venice,122,4.5,3.0,1.0,135.0,4.0,33.987053,-118.460515,2016-03-14 04:41:38.257625
440106,2179745,Entire home/apt,,Woodland Hills,0,,,3.0,450.0,7.0,34.176452,-118.620892,2016-03-14 04:41:16.737990
5716701,4671556,Private room,,Hollywood,0,,2.0,1.0,190.0,1.0,34.100317,-118.312051,2016-03-14 04:41:09.765490
7598954,36714394,Entire home/apt,,Hermosa Beach,0,,,2.0,315.0,1.0,33.854678,-118.398243,2016-03-14 04:41:01.651385
9139954,6607603,Entire home/apt,,Culver City,12,5.0,4.0,1.0,119.0,2.0,34.016264,-118.410038,2016-03-14 04:40:46.651982
5705442,29532836,Private room,,Hollywood Hills,0,,2.0,1.0,99.0,1.0,34.109691,-118.326088,2016-03-14 04:40:41.969950
8778798,4255213,Entire home/apt,,Koreatown,11,4.5,3.0,0.0,95.0,1.0,34.065934,-118.303746,2016-03-14 04:40:37.661943
10536762,4788209,Entire home/apt,,Westlake,2,4.5,,2.0,159.0,1.0,34.05123,-118.264073,2016-03-14 04:40:35.142264
4876893,20056779,Entire home/apt,,Pico-Robertson,7,4.5,,2.0,150.0,1.0,34.056564,-118.381153,2016-03-14 04:40:09.735977
6103534,20625573,Private room,,Inglewood,32,5.0,2.0,1.0,45.0,1.0,33.978833,-118.357849,2016-03-14 04:39:58.876753
8581164,45160075,Entire home/apt,,Hermosa Beach,0,,2.0,1.0,165.0,4.0,33.868264,-118.401427,2016-03-14 04:39:53.173063
2650853,13569392,Entire home/apt,,Mid-Wilshire,31,5.0,3.0,1.0,228.0,2.0,34.065155,-118.351335,2016-03-14 04:39:50.325902
6592232,17887984,Private room,,Hollywood Hills,7,5.0,4.0,1.0,110.0,1.0,34.130699,-118.35848,2016-03-14 04:39:47.372509
1632715,8674158,Private room,,Venice,21,5.0,2.0,1.0,105.0,3.0,34.000771,-118.460433,2016-03-14 04:39:39.444494
9445750,12012390,Private room,,Los Feliz,0,,2.0,1.0,40.0,3.0,34.110238,-118.271356,2016-03-14 04:39:27.885359
3543804,17839819,Entire home/apt,,Redondo Beach,2,5.0,,3.0,500.0,4.0,33.828577,-118.389079,2016-03-14 04:39:07.407784
9609436,49183580,Shared room,,Long Beach,1,5.0,2.0,1.0,40.0,1.0,33.772412,-118.185762,2016-03-14 04:39:05.406105
9493422,1308406,Private room,,Hollywood Hills West,2,5.0,2.0,1.0,60.0,1.0,34.105276,-118.348348,2016-03-14 04:38:59.648370
2889528,14767726,Entire home/apt,,Atwater Village,1,4.0,,4.0,300.0,1.0,34.117244,-118.263874,2016-03-14 04:38:57.941252
