room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
4388435,8851608,Entire home/apt,,Burbank,0,,5.0,1.0,3100.0,30.0,34.144626,-118.34465,2015-08-03 03:23:37.814054
1121765,710705,Entire home/apt,,Culver City,0,,4.0,2.0,3000.0,60.0,34.005759,-118.390326,2015-08-03 03:23:37.814054
3696298,16151602,Entire home/apt,,Santa Monica,31,4.5,2.0,0.0,2250.0,31.0,34.012719,-118.499832,2015-08-03 03:23:37.814054
2227679,8851608,Entire home/apt,,Burbank,30,5.0,,1.0,3350.0,30.0,34.146194,-118.342754,2015-08-03 03:23:37.814054
5642251,10986198,Entire home/apt,,Highland Park,7,5.0,1.0,1.0,89.0,2.0,34.1208,-118.211576,2015-08-03 03:23:37.814054
6986,11975,Private room,,Los Feliz,54,5.0,2.0,1.0,1695.0,,34.110162,-118.283773,2015-08-03 03:23:37.814054
3877477,20037653,Private room,,Venice,3,5.0,1.0,1.0,80.0,2.0,34.005888,-118.454616,2015-08-03 03:23:37.814054
5413219,6780423,Private room,,Santa Monica,11,5.0,2.0,1.0,95.0,1.0,34.015834,-118.477971,2015-08-03 03:23:37.814054
1517730,6571640,Private room,,Pico-Union,3,4.5,1.0,1.0,980.0,30.0,34.039134,-118.288285,2015-08-03 03:23:37.814054
4053837,137990,Entire home/apt,,Santa Monica,59,5.0,3.0,1.0,3472.0,31.0,34.04252,-118.481848,2015-08-03 03:23:37.814054
1907186,6992213,Entire home/apt,,Hollywood Hills,21,4.5,2.0,1.0,109.0,2.0,34.111087,-118.320876,2015-08-03 03:23:37.814054
5482262,28432393,Private room,,Leimert Park,0,,1.0,1.0,30.0,1.0,34.006657,-118.32621,2015-08-03 03:23:37.814054
1515695,7536406,Entire home/apt,,Hollywood,15,4.5,2.0,0.0,99.0,1.0,34.104607,-118.333901,2015-08-03 03:23:37.814054
1892554,5727243,Entire home/apt,,Marina del Rey,77,5.0,4.0,1.0,160.0,1.0,33.979839,-118.459096,2015-08-03 03:23:37.814054
1651142,8757572,Entire home/apt,,Venice,7,4.5,2.0,1.0,200.0,2.0,33.979769,-118.466633,2015-08-03 03:23:37.814054
4867720,13284034,Entire home/apt,,Hollywood,6,4.5,2.0,1.0,125.0,1.0,34.096074,-118.330508,2015-08-03 03:23:37.814054
3984617,12262360,Entire home/apt,,Santa Monica,26,4.5,3.0,1.0,215.0,1.0,34.015312,-118.493176,2015-08-03 03:23:37.814054
3688268,2334994,Private room,,Venice,1,5.0,2.0,1.0,110.0,5.0,33.987848,-118.470412,2015-08-03 03:23:37.814054
1298276,985427,Entire home/apt,,Unincorporated Santa Monica Mountains,39,5.0,4.0,2.0,280.0,2.0,34.043035,-118.741913,2015-08-03 03:23:37.814054
1361066,7028354,Entire home/apt,,Hollywood,27,5.0,2.0,,125.0,3.0,34.09867,-118.360419,2015-08-03 03:23:37.814054
1195328,2982454,Private room,,Montecito Heights,13,4.0,2.0,1.0,580.0,30.0,34.078582,-118.20354,2015-08-03 03:23:37.814054
757597,1903680,Private room,,Hancock Park,62,5.0,1.0,1.0,66.0,,34.068778,-118.338527,2015-08-03 03:23:37.814054
3166353,12262360,Entire home/apt,,Santa Monica,60,4.5,,2.0,250.0,1.0,34.017778,-118.493201,2015-08-03 03:23:37.814054
4616085,20703019,Entire home/apt,,Manhattan Beach,2,5.0,,3.0,12857.0,30.0,33.893177,-118.412557,2015-08-03 03:23:37.814054
4366299,22665560,Private room,,West Los Angeles,6,5.0,2.0,1.0,100.0,2.0,34.052799,-118.422918,2015-08-03 03:23:37.814054
1129747,6197767,Private room,,West Hollywood,46,4.5,2.0,1.0,55.0,1.0,34.094349,-118.353284,2015-08-03 03:23:37.814054
4895735,21093028,Entire home/apt,,Malibu,0,,,6.0,2800.0,4.0,34.041729,-118.850256,2015-08-03 03:23:37.814054
2181426,11122678,Entire home/apt,,East Hollywood,0,,2.0,1.0,4060.0,28.0,34.080827,-118.290525,2015-08-03 03:23:37.814054
3167146,16063973,Entire home/apt,,West Hollywood,7,4.0,3.0,1.0,175.0,4.0,34.090607,-118.377058,2015-08-03 03:23:37.814054
3896465,4849843,Entire home/apt,,Santa Monica,33,5.0,3.0,1.0,3920.0,29.0,34.005665,-118.474372,2015-08-03 03:23:37.814054
500656,2442084,Entire home/apt,,Hollywood,11,5.0,2.0,1.0,105.0,3.0,34.093266,-118.330708,2015-08-03 03:23:37.814054
1240443,3925367,Private room,,Culver City,73,4.5,2.0,1.0,65.0,2.0,34.001837,-118.404097,2015-08-03 03:23:37.814054
5759631,324949,Private room,,Mid-Wilshire,1,5.0,2.0,1.0,65.0,2.0,34.058553,-118.344198,2015-08-03 03:23:37.814054
7182729,10332446,Private room,,Monrovia,0,,1.0,1.0,75.0,1.0,34.147867,-118.02057,2015-08-03 03:26:58.147556
