room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
626348,2967231,Private room,,Redondo Beach,53,5.0,2,1.0,95.0,2.0,33.860308,-118.380306,2016-08-16 00:00:12.823399
6031144,7767163,Entire home/apt,,Los Feliz,126,5.0,2,0.0,95.0,1.0,34.111448,-118.286335,2016-08-16 00:00:06.267431
6644083,34775883,Entire home/apt,,Hollywood Hills,0,,4,2.0,1350.0,2.0,34.115264,-118.34423,2016-08-16 00:00:05.402246
13802014,3011870,Entire home/apt,,Rancho Palos Verdes,0,,6,3.0,1500.0,2.0,33.741196,-118.397476,2016-08-16 00:00:03.205698
13224642,49821898,Entire home/apt,,Sherman Oaks,0,,16,9.0,630.0,1.0,34.166865,-118.449236,2016-08-15 23:59:57.647196
7534365,11300236,Entire home/apt,,Downtown,5,5.0,3,1.0,115.0,6.0,34.045418,-118.233132,2016-08-15 23:59:47.886442
13866781,58614750,Private room,,Wilmington,7,5.0,4,1.0,49.0,1.0,33.788317,-118.275742,2016-08-15 23:59:45.635210
6466935,6484853,Shared room,,El Segundo,73,5.0,1,1.0,42.0,1.0,33.917886,-118.406854,2016-08-15 23:59:38.033470
1660919,7203683,Entire home/apt,,Fairfax,8,4.5,4,2.0,172.0,3.0,34.076963,-118.359628,2016-08-15 23:59:36.978424
7967975,41952159,Entire home/apt,,Topanga,137,5.0,2,0.0,125.0,1.0,34.12058,-118.615524,2016-08-15 23:59:30.114354
14045579,81717716,Entire home/apt,,Sawtelle,0,,6,2.0,327.0,3.0,34.047961,-118.461246,2016-08-15 23:59:28.560612
838943,2974166,Private room,,Sherman Oaks,85,5.0,2,1.0,50.0,2.0,34.15733,-118.414415,2016-08-15 23:59:27.766648
194809,946246,Entire home/apt,,Palms,16,4.5,3,1.0,50.0,1.0,34.02559,-118.406258,2016-08-15 23:59:21.413885
13916003,23639176,Entire home/apt,,Long Beach,5,5.0,2,0.0,80.0,1.0,33.815314,-118.198831,2016-08-15 23:59:18.568788
6558837,381538,Private room,,Lake Balboa,17,5.0,4,1.0,100.0,1.0,34.187326,-118.511147,2016-08-15 23:59:14.041155
1164281,6378114,Entire home/apt,,Redondo Beach,47,5.0,7,3.0,425.0,2.0,33.839903,-118.385733,2016-08-15 23:59:08.304547
131557,78804,Entire home/apt,,Echo Park,59,4.5,3,1.0,115.0,1.0,34.08008,-118.256545,2016-08-15 23:59:04.239617
11556095,33849192,Private room,,Glendale,5,5.0,3,1.0,66.0,1.0,34.138477,-118.256713,2016-08-15 23:59:04.116660
13839974,77028066,Shared room,,Manchester Square,3,5.0,2,1.0,35.0,2.0,33.968362,-118.305145,2016-08-15 23:58:59.026034
2447827,12517855,Private room,,El Sereno,12,5.0,2,1.0,79.0,2.0,34.070856,-118.175462,2016-08-15 23:58:57.679036
5298659,1347323,Entire home/apt,,Echo Park,24,5.0,3,1.0,95.0,3.0,34.068959,-118.254306,2016-08-15 23:58:56.297806
10596792,46170795,Private room,,Altadena,14,4.5,2,1.0,37.0,1.0,34.190949,-118.149656,2016-08-15 23:58:52.339075
898252,219283,Entire home/apt,,Altadena,1,,6,2.0,219.0,3.0,34.211288,-118.165218,2016-08-15 23:58:41.608693
9918651,50992900,Entire home/apt,,Marina del Rey,11,5.0,5,1.0,175.0,1.0,33.979321,-118.458637,2016-08-15 23:58:38.117744
9394507,48105800,Private room,,Highland Park,5,5.0,2,1.0,45.0,1.0,34.119256,-118.211571,2016-08-15 23:58:35.814406
4661030,91136,Entire home/apt,,Westlake,73,4.5,2,0.0,85.0,1.0,34.049576,-118.267654,2016-08-15 23:58:35.463841
732944,112935,Private room,,Montecito Heights,4,5.0,2,1.0,130.0,1.0,34.086092,-118.203503,2016-08-15 23:58:31.304168
14151338,58481702,Shared room,,Boyle Heights,0,,1,1.0,25.0,1.0,34.053553,-118.217977,2016-08-15 23:58:30.599939
3626835,202154,Entire home/apt,,West Hollywood,67,5.0,6,2.0,199.0,3.0,34.092258,-118.348495,2016-08-15 23:58:29.066255
11147843,16574185,Entire home/apt,,Los Feliz,15,5.0,4,2.0,175.0,2.0,34.110981,-118.272198,2016-08-15 23:58:24.728114
9779082,15269535,Entire home/apt,,Long Beach,18,4.5,2,0.0,79.0,2.0,33.776695,-118.196624,2016-08-15 23:58:20.745682
12271038,55467525,Entire home/apt,,Venice,10,4.5,2,0.0,120.0,1.0,33.989139,-118.47399,2016-08-15 23:58:20.514804
13300964,74342848,Shared room,,Mid-City,0,,1,1.0,25.0,1.0,34.047638,-118.375662,2016-08-15 23:58:13.444775
1845080,3841452,Private room,,Lake Balboa,15,4.5,2,1.0,49.0,2.0,34.200574,-118.50026,2016-08-15 23:58:03.369362
6586700,34452223,Entire home/apt,,Hollywood,47,5.0,5,2.0,225.0,3.0,34.095145,-118.336685,2016-08-15 23:58:02.706852
